priority_rank,school_id,school_name,region,priority_score,priority_category,risk_score,risk_level,regional_risk_score,regional_risk_level,problem_detected,recommended_intervention,intervention_priority,expected_improvement_range,assumption_basis,weak_subject_count,weak_subjects,weakest_subject,weakest_subject_gpa,weakest_subject_pass_rate,pass_rate_decline_score,subject_failure_score,trend_instability_score,data_quality,data_origin,scenario_origin
5460,S1433,BALILI SECONDARY SCHOOL,DAR ES SALAAM,26.67383012820514,Low,4.466073100981381,Safe,20.104661333212597,Safe,Current evidence does not cross a targeted intervention threshold.,Monitor and Maintain Support,Low,Assumption-based scenario estimate: +0% to +2% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",0,,BIOLOGY,3.9211,97.36842105263158,0.0,1.1940298507462757,13.692880485858328,Complete,observed-derived,assumption-based
5461,S0625,BALANGDALALU SECONDARY SCHOOL,MANYARA,26.671875,Low,10.408997379883584,Safe,9.64228792784645,Safe,Current evidence does not cross a targeted intervention threshold.,Monitor and Maintain Support,Low,Assumption-based scenario estimate: +0% to +2% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",0,,AGRICULTURE,3.0465,96.51162790697676,0.0,1.2759170653907574,33.42074086755452,Complete,observed-derived,assumption-based
5462,S3532,ACACIA SECONDARY SCHOOL,PWANI,26.666891636418633,Low,4.333132348690892,Safe,17.439754644711357,Safe,Current evidence does not cross a targeted intervention threshold.,Monitor and Maintain Support,Low,Assumption-based scenario estimate: +0% to +2% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",0,,BOOK-KEEPING,3.625,100.0,0.0,0.9803921568627345,13.463382338773572,Complete,observed-derived,assumption-based
5463,S5495,WESTGATE GIRLS' SECONDARY SCHOOL,PWANI,26.663141636418633,Low,12.620211729344488,Safe,17.439754644711357,Safe,Current evidence does not cross a targeted intervention threshold.,Monitor and Maintain Support,Low,Assumption-based scenario estimate: +0% to +2% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",1,BOOK-KEEPING,BOOK-KEEPING,4.0769,92.3076923076923,0.0,5.154639175257742,36.91273325589055,Complete,observed-derived,assumption-based
5464,S0727,MKWAJUNI SECONDARY SCHOOL,SONGWE,26.662580128205136,Low,9.915093069004051,Safe,14.638078468609525,Safe,Latest science performance meets the weak-subject threshold.,Laboratory Support Program,Low,Assumption-based scenario estimate: +2% to +6% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",1,PHYSICS,PHYSICS,4.0455,86.36363636363636,0.0,5.0,28.050310230013505,Complete,observed-derived,assumption-based
5465,S1250,ST. MARY'S MPANDA SECONDARY SCHOOL,KATAVI,26.65358012820481,Low,6.336295765574516,Safe,14.539486760025339,Safe,Latest mathematics performance meets the weak-subject threshold.,Mathematics Tutoring Program,Low,Assumption-based scenario estimate: +5% to +12% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",1,BASIC MATHEMATICS,BASIC MATHEMATICS,3.9189,45.94594594594595,0.0,7.339449541284409,13.78153634396398,Complete,observed-derived,assumption-based
5466,S1243,BISHOP KISANJI SECONDARY SCHOOL,TABORA,26.641330128205137,Low,29.017335545577463,Safe,13.865702227986798,Safe,Current evidence does not cross a targeted intervention threshold.,Monitor and Maintain Support,Low,Assumption-based scenario estimate: +0% to +2% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",1,BIBLE KNOWLEDGE,BIBLE KNOWLEDGE,4.3333,50.0,0.0,3.94736842105263,92.77708339753892,Complete,observed-derived,assumption-based
5467,S2315,KANDOTO SAYANSI GIRLS' SECONDARY SCHOOL,KILIMANJARO,26.636875,Low,5.747370972510822,Safe,12.807062794844985,Safe,Current evidence does not cross a targeted intervention threshold.,Monitor and Maintain Support,Low,Assumption-based scenario estimate: +0% to +2% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",0,,PHYSICS,3.268,95.87628865979381,0.0,1.9473081328751505,17.21059510882759,Complete,observed-derived,assumption-based
5468,S5054,SEGA GIRLS' SECONDARY SCHOOL,MOROGORO,26.625016636418636,Low,8.125537541335891,Safe,15.95585882761668,Safe,Current evidence does not cross a targeted intervention threshold.,Monitor and Maintain Support,Low,Assumption-based scenario estimate: +0% to +2% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",0,,BOOK-KEEPING,3.52,100.0,0.0,2.5906735751295287,24.494451562656778,Complete,observed-derived,assumption-based
5469,S3867,ST. TERESA OF AVILA GIRLS' SECONDARY SCHOOL,KILIMANJARO,26.611266636418634,Low,5.043908104617463,Safe,12.807062794844985,Safe,Current evidence does not cross a targeted intervention threshold.,Monitor and Maintain Support,Low,Assumption-based scenario estimate: +0% to +2% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",0,,BOOK-KEEPING,3.6087,95.65217391304348,0.0,3.378378378378372,13.434648637013174,Complete,observed-derived,assumption-based
5470,S5681,ST. ANTHONY TECHNICAL SECONDARY SCHOOL,KILIMANJARO,26.60945512820514,Low,7.545718699247375,Safe,12.807062794844985,Safe,Current evidence does not cross a targeted intervention threshold.,Monitor and Maintain Support,Low,Assumption-based scenario estimate: +0% to +2% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",0,,ENGINEERING SCIENCE,3.5455,90.9090909090909,0.0,2.427184466019412,22.725211198138503,Complete,observed-derived,assumption-based
5471,S4092,BUSEGWE GIRLS' SECONDARY SCHOOL,MARA,26.606955128205136,Low,8.44634396452077,Safe,14.728177735991629,Safe,3 weak subjects indicate a broad instructional challenge.,Teacher Development Program,Low,Assumption-based scenario estimate: +3% to +8% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",3,"BASIC MATHEMATICS, BOOK-KEEPING, PHYSICS",BASIC MATHEMATICS,4.5714,25.0,0.0,12.592592592592595,15.561887289143305,Complete,observed-derived,assumption-based
5472,S0305,BULUBA SECONDARY SCHOOL,SHINYANGA,26.59883012820514,Low,30.889558277168664,Moderate,13.63569660813777,Safe,Latest mathematics performance meets the weak-subject threshold.,Mathematics Tutoring Program,Low,Assumption-based scenario estimate: +5% to +12% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",1,BASIC MATHEMATICS,BASIC MATHEMATICS,4.5714,28.57142857142857,0.0,9.677419354838719,93.28777490239017,Complete,observed-derived,assumption-based
5473,S4675,HOJA SECONDARY SCHOOL,RUVUMA,26.59445512820514,Low,14.020193561326582,Safe,13.15909616684323,Safe,Latest mathematics performance meets the weak-subject threshold.,Mathematics Tutoring Program,Low,Assumption-based scenario estimate: +5% to +12% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",2,"BASIC MATHEMATICS, PHYSICS",BASIC MATHEMATICS,4.475,25.0,0.0,12.401055408970976,34.3329231287843,Complete,observed-derived,assumption-based
5474,S4684,NAR SECONDARY SCHOOL,MANYARA,26.57258012820514,Low,19.214864364142972,Safe,9.64228792784645,Safe,Latest mathematics performance meets the weak-subject threshold.,Mathematics Tutoring Program,Low,Assumption-based scenario estimate: +5% to +12% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",1,BASIC MATHEMATICS,BASIC MATHEMATICS,4.0541,45.94594594594595,0.0,6.268656716417908,57.78089116405867,Complete,observed-derived,assumption-based
5475,S3097,DYNAMIC HIGH SCHOOL,DAR ES SALAAM,26.56668338907483,Low,22.046574870278395,Safe,20.104661333212597,Safe,Current evidence does not cross a targeted intervention threshold.,Monitor and Maintain Support,Low,Assumption-based scenario estimate: +0% to +2% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",1,BOOK-KEEPING,BOOK-KEEPING,4.0,66.66666666666666,13.043478260870417,6.132075471698116,49.96520308140264,Complete,observed-derived,assumption-based
5476,S4808,EMBEKO SECONDARY SCHOOL,DODOMA,26.55508012820514,Low,5.948298765785541,Safe,15.43601814574629,Safe,Latest mathematics performance meets the weak-subject threshold.,Mathematics Tutoring Program,Low,Assumption-based scenario estimate: +5% to +12% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",1,BASIC MATHEMATICS,BASIC MATHEMATICS,4.1111,55.55555555555556,0.0,8.099688473520246,11.727974079098226,Complete,observed-derived,assumption-based
5477,S2804,MUSOMA UTALII SECONDARY SCHOOL,MARA,26.547243589743598,Low,13.751256027457327,Safe,14.728177735991629,Safe,Latest science performance meets the weak-subject threshold.,Laboratory Support Program,Low,Assumption-based scenario estimate: +2% to +6% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",1,PHYSICS,PHYSICS,4.0,73.33333333333333,0.0,7.818930041152257,38.01859005037217,Complete,observed-derived,assumption-based
5478,S1197,GREEN ACRES SECONDARY SCHOOL,DAR ES SALAAM,26.51802558275054,Low,7.619145041108688,Safe,20.104661333212597,Safe,Latest mathematics performance meets the weak-subject threshold.,Mathematics Tutoring Program,Low,Assumption-based scenario estimate: +5% to +12% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",2,"BASIC MATHEMATICS, ELIMU YA DINI YA KIISLAMU",BASIC MATHEMATICS,4.25,50.0,3.030303030302922,5.825242718446603,15.53150337817846,Complete,observed-derived,assumption-based
5479,S1577,FANAKA MEMORIAL SECONDARY SCHOOL,DAR ES SALAAM,26.488205128205138,Low,20.46421701125963,Safe,20.104661333212597,Safe,Current evidence does not cross a targeted intervention threshold.,Monitor and Maintain Support,Low,Assumption-based scenario estimate: +0% to +2% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",0,,PHYSICS,3.8,100.0,0.0,3.896103896103895,64.31795280809487,Complete,observed-derived,assumption-based
5480,S5302,ST. XAVIER'S VISITATION SECONDARY SCHOOL,RUVUMA,26.45945512820514,Low,7.661523669054164,Safe,13.15909616684323,Safe,Current evidence does not cross a targeted intervention threshold.,Monitor and Maintain Support,Low,Assumption-based scenario estimate: +0% to +2% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",0,,PHYSICS,3.9167,91.66666666666666,0.0,4.487179487179489,21.05123274300106,Complete,observed-derived,assumption-based
5481,S6698,PRECIOUS SECONDARY SCHOOL,DAR ES SALAAM,26.453766636418635,Low,0.6711409395973149,Safe,20.104661333212597,Safe,Current evidence does not cross a targeted intervention threshold.,Monitor and Maintain Support,Low,Assumption-based scenario estimate: +0% to +2% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",0,,BOOK-KEEPING,3.7778,77.77777777777779,0.0,2.237136465324383,0.0,Insufficient trend history,observed-derived,assumption-based
5482,S5819,VICTORY MIONO SECONDARY SCHOOL,PWANI,26.443680128204786,Low,5.061245411003186,Safe,17.439754644711357,Safe,Current evidence does not cross a targeted intervention threshold.,Monitor and Maintain Support,Low,Assumption-based scenario estimate: +0% to +2% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",0,,BOOK-KEEPING,3.75,100.0,0.0,1.7751479289940875,15.095670107683198,Complete,observed-derived,assumption-based
5483,S0323,LAKE SECONDARY SCHOOL,MWANZA,26.440625,Low,2.8816377258598975,Safe,12.76285609523234,Safe,Current evidence does not cross a targeted intervention threshold.,Monitor and Maintain Support,Low,Assumption-based scenario estimate: +0% to +2% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",0,,BOOK-KEEPING,3.5,91.66666666666666,0.0,1.2228260869565162,8.382632999243143,Complete,observed-derived,assumption-based
5484,S3539,ST. MARY'S MBEYA SECONDARY SCHOOL,MBEYA,26.436266636418637,Low,5.24793830463673,Safe,15.2299274586872,Safe,Current evidence does not cross a targeted intervention threshold.,Monitor and Maintain Support,Low,Assumption-based scenario estimate: +0% to +2% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",1,BOOK-KEEPING,BOOK-KEEPING,4.1,80.0,0.0,3.3333333333333286,14.159794348789106,Complete,observed-derived,assumption-based
5485,S0104,BWIRU BOYS' SECONDARY SCHOOL,MWANZA,26.42125,Low,7.516066211805105,Safe,12.76285609523234,Safe,Current evidence does not cross a targeted intervention threshold.,Monitor and Maintain Support,Low,Assumption-based scenario estimate: +0% to +2% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",0,,ARCHITECTURAL DRAUGHTING,3.2857,92.85714285714286,0.0,3.2407407407407476,21.812813298609605,Complete,observed-derived,assumption-based
5486,S6145,ZANZIBAR STEINER SECONDARY SCHOOL,MJINI MAGHARIBI,26.40695512820514,Low,18.955012499694924,Safe,28.296233037624745,Safe,3 weak subjects indicate a broad instructional challenge.,Teacher Development Program,Low,Assumption-based scenario estimate: +3% to +8% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",3,"BASIC MATHEMATICS, HISTORY, PHYSICS",PHYSICS,4.3333,66.66666666666666,0.0,8.387096774193552,54.79627822478953,Complete,observed-derived,assumption-based
5487,S1198,TANZANIA ADVENTIST SECONDARY SCHOOL,ARUSHA,26.406266636418636,Low,11.392589071551773,Safe,10.147427954710333,Safe,Current evidence does not cross a targeted intervention threshold.,Monitor and Maintain Support,Low,Assumption-based scenario estimate: +0% to +2% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",0,,BOOK-KEEPING,3.6667,88.88888888888889,0.0,2.7914614121510652,35.18383549302151,Complete,observed-derived,assumption-based
5488,S5878,SISTERS OF MARY SECONDARY SCHOOL,PWANI,26.39375,Low,5.745296994537746,Safe,17.439754644711357,Safe,Current evidence does not cross a targeted intervention threshold.,Monitor and Maintain Support,Low,Assumption-based scenario estimate: +0% to +2% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",0,,BOOK-KEEPING,3.5909,100.0,0.0,1.7437452615617843,17.407244720230704,Complete,observed-derived,assumption-based
5489,S3311,KYUU SECONDARY SCHOOL,KILIMANJARO,26.39258012820514,Low,16.908797578741332,Safe,12.807062794844985,Safe,Current evidence does not cross a targeted intervention threshold.,Monitor and Maintain Support,Low,Assumption-based scenario estimate: +0% to +2% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",0,,BASIC MATHEMATICS,3.6364,100.0,0.0,0.0,56.36265859580444,Complete,observed-derived,assumption-based
5490,S6270,SAN GIOVANNI PAOLO SECONDO SECONDARY SCHOOL,IRINGA,26.384391636418634,Low,15.156250000000004,Safe,12.684959143067804,Safe,Current evidence does not cross a targeted intervention threshold.,Monitor and Maintain Support,Low,Assumption-based scenario estimate: +0% to +2% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",0,,PHYSICS,3.1667,100.0,0.0,0.5208333333333428,50.0,Limited trend history,observed-derived,assumption-based
5491,S5057,JUBA ISLAMIC SECONDARY SCHOOL,MJINI MAGHARIBI,26.373205128205136,Low,10.868276838997128,Safe,28.296233037624745,Safe,Latest mathematics performance meets the weak-subject threshold.,Mathematics Tutoring Program,Low,Assumption-based scenario estimate: +5% to +12% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",1,BASIC MATHEMATICS,BASIC MATHEMATICS,4.2105,47.368421052631575,0.0,6.521739130434781,29.70585033288898,Complete,observed-derived,assumption-based
5492,S6378,GREEN STAR SECONDARY SCHOOL,SHINYANGA,26.368141636418635,Low,1.2016470588235315,Safe,13.63569660813777,Safe,Latest science performance meets the weak-subject threshold.,Laboratory Support Program,Low,Assumption-based scenario estimate: +2% to +6% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",2,"BOOK-KEEPING, PHYSICS",BOOK-KEEPING,4.8,20.0,0.0,3.7254901960784252,0.28000000000001357,Limited trend history,observed-derived,assumption-based
5493,S0246,MAASAE GIRLS' LUTHERAN SECONDARY SCHOOL,ARUSHA,26.367516636418635,Low,7.5068438417314125,Safe,10.147427954710333,Safe,Current evidence does not cross a targeted intervention threshold.,Monitor and Maintain Support,Low,Assumption-based scenario estimate: +0% to +2% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",0,,BASIC MATHEMATICS,3.6479,88.73239436619718,0.0,1.3119533527696774,23.7108594530017,Complete,observed-derived,assumption-based
5494,S5407,MKUZO ISLAMIC SECONDARY SCHOOL,RUVUMA,26.364455128205137,Low,6.12151061178872,Safe,13.15909616684323,Safe,Current evidence does not cross a targeted intervention threshold.,Monitor and Maintain Support,Low,Assumption-based scenario estimate: +0% to +2% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",0,,ARABIC LANGUAGE,3.8462,88.46153846153845,0.0,3.9393939393939377,16.46564143323513,Complete,observed-derived,assumption-based
5495,S3914,ALFAGEMS SECONDARY SCHOOL,MOROGORO,26.36136574074078,Low,10.2351823710601,Safe,15.95585882761668,Safe,Current evidence does not cross a targeted intervention threshold.,Monitor and Maintain Support,Low,Assumption-based scenario estimate: +0% to +2% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",0,,PHYSICS,3.1946,98.67549668874173,3.174603174603442,1.7297297297297405,28.154740607666003,Complete,observed-derived,assumption-based
5496,S2818,SILALODA SECONDARY SCHOOL,MANYARA,26.35945512820514,Low,25.41161840100241,Safe,9.64228792784645,Safe,Latest mathematics performance meets the weak-subject threshold.,Mathematics Tutoring Program,Low,Assumption-based scenario estimate: +5% to +12% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",1,BASIC MATHEMATICS,BASIC MATHEMATICS,4.1143,65.71428571428571,0.0,4.276315789473685,80.42907888053435,Complete,observed-derived,assumption-based
5497,S5292,TCRC FURAHA SECONDARY SCHOOL,MWANZA,26.35008012820514,Low,9.275947538659308,Safe,12.76285609523234,Safe,Latest mathematics performance meets the weak-subject threshold.,Mathematics Tutoring Program,Low,Assumption-based scenario estimate: +5% to +12% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",2,"BASIC MATHEMATICS, BOOK-KEEPING",BASIC MATHEMATICS,4.0909,50.0,0.0,6.417112299465245,24.50271282939912,Complete,observed-derived,assumption-based
5498,S3535,DEBRABANT SECONDARY SCHOOL,DAR ES SALAAM,26.34633012820514,Low,10.89866463545433,Safe,20.104661333212597,Safe,Latest mathematics performance meets the weak-subject threshold.,Mathematics Tutoring Program,Low,Assumption-based scenario estimate: +5% to +12% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",2,"BASIC MATHEMATICS, BOOK-KEEPING",BOOK-KEEPING,4.5,50.0,0.0,8.185053380782918,28.14382873739818,Complete,observed-derived,assumption-based
5499,S1357,AHLULBAYT ISLAMIC SEMINARY,KIGOMA,26.339505128204962,Low,6.2738946835165486,Safe,15.6157062435702,Safe,Current evidence does not cross a targeted intervention threshold.,Monitor and Maintain Support,Low,Assumption-based scenario estimate: +0% to +2% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",1,BOOK-KEEPING,BOOK-KEEPING,4.75,25.0,0.0,8.474576271186436,12.438406007202058,Complete,observed-derived,assumption-based
5500,S0191,ST. MATHIAS MULUMBA SECONDARY SCHOOL,KIGOMA,26.32375,Low,4.191312214990241,Safe,15.6157062435702,Safe,Current evidence does not cross a targeted intervention threshold.,Monitor and Maintain Support,Low,Assumption-based scenario estimate: +0% to +2% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",0,,BASIC MATHEMATICS,3.1461,96.62921348314607,0.0,0.366300366300365,13.604740350333772,Complete,observed-derived,assumption-based
5501,S5603,ALPHA ADVENTIST SECONDARY SCHOOL,GEITA,26.314391636418634,Low,6.117305095313168,Safe,16.926172579617003,Safe,Current evidence does not cross a targeted intervention threshold.,Monitor and Maintain Support,Low,Assumption-based scenario estimate: +0% to +2% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",0,,BOOK-KEEPING,3.75,100.0,0.0,2.559055118110237,17.83196186626699,Complete,observed-derived,assumption-based
5502,S0729,MSOLWA ST. GASPARE BERTONI SECONDARY SCHOOL,MOROGORO,26.310099999999963,Low,1.8764144105181029,Safe,15.95585882761668,Safe,Current evidence does not cross a targeted intervention threshold.,Monitor and Maintain Support,Low,Assumption-based scenario estimate: +0% to +2% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",0,,PHYSICS,3.0508,100.0,0.0,0.0,6.25471470172701,Complete,observed-derived,assumption-based
5503,S4208,ELONI SECONDARY SCHOOL,MANYARA,26.308141636418632,Low,11.0046822822898,Safe,9.64228792784645,Safe,Current evidence does not cross a targeted intervention threshold.,Monitor and Maintain Support,Low,Assumption-based scenario estimate: +0% to +2% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",1,BOOK-KEEPING,BOOK-KEEPING,4.0,100.0,0.0,0.9661835748792384,35.71609069942009,Complete,observed-derived,assumption-based
5504,S3822,MOTHER TERESA OF CALCUTA GIRLS' SECONDARY SCHOOL,KILIMANJARO,26.261891636418632,Low,7.81420743720427,Safe,12.807062794844985,Safe,Latest science performance meets the weak-subject threshold.,Laboratory Support Program,Low,Assumption-based scenario estimate: +2% to +6% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",1,PHYSICS,PHYSICS,4.0909,84.84848484848484,0.0,1.9512195121951237,24.09613861181911,Complete,observed-derived,assumption-based
5505,S5268,HOLY FAMILY GIRLS' SECONDARY SCHOOL,MWANZA,26.25215000000017,Low,4.209278436977055,Safe,12.76285609523234,Safe,Current evidence does not cross a targeted intervention threshold.,Monitor and Maintain Support,Low,Assumption-based scenario estimate: +0% to +2% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",0,,BIOLOGY,2.8108,100.0,0.0,0.0,14.03092812325685,Complete,observed-derived,assumption-based
5506,S5325,IMPERIAL SECONDARY SCHOOL,PWANI,26.209780128205807,Low,13.609708612065386,Safe,17.439754644711357,Safe,Current evidence does not cross a targeted intervention threshold.,Monitor and Maintain Support,Low,Assumption-based scenario estimate: +0% to +2% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",0,,BOOK-KEEPING,3.5556,100.0,0.0,0.35335689045936647,45.01233848309192,Complete,observed-derived,assumption-based
5507,S3169,KATUMBASONGWE SECONDARY SCHOOL,MBEYA,26.207580128205137,Low,27.686128850166508,Safe,15.2299274586872,Safe,Latest mathematics performance meets the weak-subject threshold.,Mathematics Tutoring Program,Low,Assumption-based scenario estimate: +5% to +12% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",2,"BASIC MATHEMATICS, PHYSICS",BASIC MATHEMATICS,4.4,48.57142857142857,0.0,6.617647058823522,85.66944910839817,Complete,observed-derived,assumption-based
5508,S0355,LOMWE SECONDARY SCHOOL,KILIMANJARO,26.19758012820514,Low,10.652330667896402,Safe,12.807062794844985,Safe,3 weak subjects indicate a broad instructional challenge.,Teacher Development Program,Low,Assumption-based scenario estimate: +3% to +8% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",3,"BASIC MATHEMATICS, LITERATURE IN ENGLISH, PHYSICS",BASIC MATHEMATICS,4.6216,21.62162162162162,0.0,11.799410029498532,23.708358863489476,Complete,observed-derived,assumption-based
5509,S1395,TAIFA FOUNDATION SECONDARY SCHOOL,RUVUMA,26.196480128205053,Low,7.39569694809703,Safe,13.15909616684323,Safe,Current evidence does not cross a targeted intervention threshold.,Monitor and Maintain Support,Low,Assumption-based scenario estimate: +0% to +2% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",0,,BASIC MATHEMATICS,3.9474,57.89473684210527,0.0,4.597701149425291,20.054622010898143,Complete,observed-derived,assumption-based
5510,S0348,TUMAINI SECONDARY SCHOOL,SINGIDA,26.194375,Low,6.8815030771059655,Safe,16.00969834893016,Safe,Current evidence does not cross a targeted intervention threshold.,Monitor and Maintain Support,Low,Assumption-based scenario estimate: +0% to +2% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",0,,BOOK-KEEPING,3.5,100.0,0.0,2.5959367945823857,20.342406795770835,Complete,observed-derived,assumption-based
5511,S6111,UTALINGOLO SECONDARY SCHOOL,NJOMBE,26.1925,Low,5.822097523219813,Safe,11.733623151058401,Safe,Current evidence does not cross a targeted intervention threshold.,Monitor and Maintain Support,Low,Assumption-based scenario estimate: +0% to +2% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",0,,PHYSICS,3.0667,100.0,0.0,1.0319917440660475,18.374999999999996,Limited trend history,observed-derived,assumption-based
5512,S5896,LUCAS MALIA SECONDARY SCHOOL,LINDI,26.191891636418635,Low,8.488877018059071,Safe,12.84197949680209,Safe,Current evidence does not cross a targeted intervention threshold.,Monitor and Maintain Support,Low,Assumption-based scenario estimate: +0% to +2% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",0,,BASIC MATHEMATICS,3.2899,95.65217391304348,0.0,0.5199306759098761,27.776326050953692,Limited trend history,observed-derived,assumption-based
5513,S5762,IBN HAMBAL ISLAMIC SECONDARY SCHOOL,KAGERA,26.18110512820507,Low,8.031059059086568,Safe,12.691611547450492,Safe,Current evidence does not cross a targeted intervention threshold.,Monitor and Maintain Support,Low,Assumption-based scenario estimate: +0% to +2% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",0,,BASIC MATHEMATICS,3.8919,72.97297297297297,0.0,4.12979351032449,22.6404033532974,Complete,observed-derived,assumption-based
5514,S0209,KOROGWE GIRLS' SECONDARY SCHOOL,TANGA,26.171875,Low,14.097946755483607,Safe,20.294586897484997,Safe,Current evidence does not cross a targeted intervention threshold.,Monitor and Maintain Support,Low,Assumption-based scenario estimate: +0% to +2% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",0,,BASIC MATHEMATICS,3.2451,69.6078431372549,0.0,5.292171995589854,41.70098385602217,Complete,observed-derived,assumption-based
5515,S6313,ST. BERNADETA SECONDARY SCHOOL,MWANZA,26.17008012820514,Low,15.577059262546268,Safe,12.76285609523234,Safe,Latest science performance meets the weak-subject threshold.,Laboratory Support Program,Low,Assumption-based scenario estimate: +2% to +6% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",1,PHYSICS,PHYSICS,4.0645,83.87096774193549,0.0,5.833333333333329,46.0901975418209,Complete,observed-derived,assumption-based
5516,S5538,SUMAGHA SECONDARY SCHOOL,SONGWE,26.146875,Low,6.697108857126227,Safe,14.638078468609525,Safe,Current evidence does not cross a targeted intervention threshold.,Monitor and Maintain Support,Low,Assumption-based scenario estimate: +0% to +2% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",0,,CIVICS,3.0,100.0,0.0,0.15015015015015365,22.173546040270605,Complete,observed-derived,assumption-based
5517,S2980,IKUNGULIPU SECONDARY SCHOOL,SIMIYU,26.12258012820514,Low,23.430783661775997,Safe,8.844839643051184,Safe,Current evidence does not cross a targeted intervention threshold.,Monitor and Maintain Support,Low,Assumption-based scenario estimate: +0% to +2% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",0,,ENGLISH LANGUAGE,3.4872,94.87179487179486,0.0,7.098765432098759,71.00384677382124,Complete,observed-derived,assumption-based
5518,S1757,BENDEL MEMORIAL SECONDARY SCHOOL,KILIMANJARO,26.101875,Low,3.9133426201355004,Safe,12.807062794844985,Safe,Current evidence does not cross a targeted intervention threshold.,Monitor and Maintain Support,Low,Assumption-based scenario estimate: +0% to +2% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",0,,BOOK-KEEPING,3.3871,100.0,0.0,0.7009345794392488,12.34354082101242,Complete,observed-derived,assumption-based
